Lessives.LVLb;Deodorants.ICOS1;EauDeToilette.ICOS2;ProdSoinCheveux.ICOS3;ProdSoinVisage.ICOS4;VernisOngleDissolv.ICOS5;NbPieceAvecProduitsChim.NQ142;NettoyantDeSurface.QPE1b;AutreNettoyants.QPE2b;DesodoAreosolVaporisateur.QPD1b;DesodoAutreEnsens.QPD2b;InsecticideAerosol.QPP1b;InsecticidePoudreBlocGel.QPP2b;NettoySolAspiration.QME1b;NettoySolBalaiSerp.QME2b;NettoyAutreQueSol.QME3b;CuissonFourTraditionnel.CUI1b;CuissonALeau.CUI2b;CuissonALaVapeur.CUI3b;CuissonParFriture.CUI4b;CuissonParGrillade.CUI5b;ACTIVITE;VoitureDansGarage.DGG3n;Fumeurs.FUMEURn;SechageLingeDansLogement.LVSBn;UtiliseSecheLinge.LVS4n;NettASecVetements.QNS1;PersExtPourMenage.AMN1n;TapisDescenteLitNeuf.QTA1n;NettASecTapisTissusmeuble.QTARIn;Plantes.QPV;Chiens.ANI21n;Chats.ANI22n;TraitementParasitesAnimaux.ANTCPn;HamsterCochonLapin.ANI25n;InsecticideBlatteFourmie.ULn;SortirOrduresExterieur.QOM1;OrduresDansPiece.QOM2n;EndroitStockageOrdures.QOM4;Bricolage.TMG6n;Jardinage.TMG7n;ProtMatelSimple.LIMHO0;ProtMatelImperm.LIMHO13;ProtMatelAntiAcariens.LIMHO23;ProtMatel.LIMHO4;TYPEHAB;NPVe1;HPRF;HSRF;MATER2;NIACe1;NSQ41e1;NSQ31e1;TMM1e1;TMM2e1;TMM3e1;TMMB1e1;TMMB2e1;TMMB3e1;TRM0e1;TRM1e1;TRM2e1;TRM3e1;TRM4e1;TRM5e1;TRM7e1;TRP0e1;TRP1e1;TRP2e1;TRP3e1;TRP5e1;TRS1e1;TRS2e1;TRS3e1;TRS4e1;TRS5e1;TRS6e1;TRS8e1;ACTP1;CHEM1;DBRI;DCA3e1;DGG2be1;FC316;FC812;FC9be11;FC9be12347;FC9be156;HCU11;HCU31;HCU323;HCU34;HPLBO;KCC1be1089;KCC1be11;KCC1be1234;KCC1be1567;KCC1be1555;KCC267;KCC34;KCC5;KEIU1;KEIU2;KVNT2e111;KVNT2e112;KVNT2e12;KVNT2e13;KVNT2e14;MATER017;MATER02;MATER03;MATER04;MATER056;REAB1;REAB23;REAB4;TYPELOG;Age;Revenus;Nb_Person;Nb_Enfants_inf_10;Nb_Enfants_sup_10;Sexe;Diplome_Max;Type_Prof;Occupation;Source_ppale_Res;Structure_menage;TYPEMEN;Formldéhyde
3,5;14;14;7;0;0;0;1;0;3,5;14;0;14;1;1;1;1;3,5;0;0;1;4,25;4;1;2;3;3;1;2;2;3;2;1;2;1;1;2;2;1;3;4;1;1;1;2;6;4;250;80;2;1967;1;0;0;1;0;0;0,25;0,75;0;0,25;0;0;0,5;0,25;0;0;0;0;1;0;0;0;0,25;0,75;0;0;0;1;1;1;3;3;2;2;1;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;2;2;2;0;0;1;1;1;2;1;1;1;2;1;2;4;37;1799;4;2;0;2;5;4;1;1;3;6;30,03
0,5;0;7;0;7;0;1;1;0;0;0;0;0;3,5;1;0;0;1;0;1;3,5;2;4;1;2;4;3;1;1;1;3;1;1;3;1;1;1;2;3;4;3;1;1;1;1;9;5;300;280;2;1948;1;1;1;0;0;1;0;0;0,8;0,2;0;0;0;0;0;0,8;0;0;0;0;0;0;0,4;0,6;0;0;0;1;2;2;3;3;2;2;1;1;1;1;1;2;1;1;1;1;1;1;2;1;1;1;1;2;1;0;0;1;2;1;1;1;1;2;2;1;2;3;62;4249;1;0;0;2;8;4;4;3;1;7;14,11
0,5;1;4,5;3,5;7;0;1;3,5;1;0;14;0;0;3,5;3,5;1;3,5;1;1;0;3,5;2,8;4;1;2;5;3;2;1;1;2;1;1;3;1;1;1;2;1;5;3;2;2;1;1;5;5;250;68;2;1967;1;0;1;0;0;0;0,8;0,2;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0,4;0,6;0;0;0;1;1;1;3;3;1;1;1;1;2;2;1;1;2;1;1;1;2;1;1;1;1;2;2;2;1;0;0;2;1;1;1;1;2;1;1;2;1;5;77;1799;2;0;0;2;1;2;4;3;3;7;38,07
1,5;14;21;3,5;14;0,5;1;0;0;3,5;3,5;0;0;1;7;3,5;3,5;7;3,5;0;0;6,6;4;4;2;4;3;1;2;2;1;2;1;2;1;1;2;2;3;2;3;1;1;1;2;2;5;250;75;1;1967;1;0;1;0;0;0,2;0,2;0,6;0;1;0;0;0;0;0;0;0,2;0;0,8;0;0;0,8;0,2;0;0;0;0;1;1;1;3;3;2;1;1;2;1;2;1;1;2;1;1;1;2;1;1;1;1;2;2;2;1;0;0;2;1;1;2;1;1;1;1;1;1;4;59;2899;3;0;1;2;9;3;1;1;3;4;21,05
7;21;3,5;7;21;0;0;1;0;0;14;0;0;3,5;0;1;3,5;7;0;0;3,5;6,5;4;1;1;2;3;1;2;1;2;1;1;3;1;1;2;2;3;3;2;1;1;1;2;7;5;220;90;1;1989;1;0;1;0;0;0;0,8;0,2;0;0,8;0;0,2;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;2;3;3;2;1;1;1;2;2;1;1;2;1;2;1;1;1;1;1;2;1;1;2;2;0;0;1;1;1;2;1;1;1;1;1;1;4;46;4249;4;0;2;2;7;4;1;1;3;3;14,03
1,5;7;7;1;7;0;1;0;3,5;0;1;0;0;1;7;0;3,5;3,5;1;1;1;3,15;4;3;2;5;3;1;1;1;4;1;2;1;1;2;2;2;3;3;3;1;1;1;2;9;4;250;70;2;1948;2;1;1;0;0;0,25;0,5;0,25;0;0;0;0;0;1;0;0;0;0;1;0;0,25;0;0,5;0,25;0;0;0;1;1;2;3;2;2;1;1;1;2;2;1;1;2;1;2;1;1;1;1;1;2;1;1;2;2;0;0;1;1;1;1;1;1;2;2;1;2;4;29;535;1;0;0;1;7;3;2;4;1;2;17,37
3,5;14;14;10,5;7;0,5;0;1;0;0;14;0;0;1;3,5;1;3,5;3,5;0;1;3,5;5,6;4;2;2;5;3;1;2;1;4;1;2;1;2;1;1;2;3;2;2;1;1;1;2;6;7;270;137;1;2002;1;0;0;1;0;0,14;0,57;0,29;0;0,71;0;0;0;0,29;0;0;0;0;1;0;0;0,71;0,29;0;0;0;0;1;1;3;3;2;2;2;1;1;1;2;1;2;1;1;1;1;2;1;1;1;1;2;2;2;2;0;0;1;1;1;2;1;1;1;1;1;1;4;44;2899;5;1;1;2;5;6;1;1;3;4;12,45
1,5;1;7;1;1;4;1;0;0;3,5;14;0;0;3,5;7;0;0;3,5;1;1;1;2,6;4;1;2;5;3;1;1;1;2;1;1;3;1;2;2;2;1;1;3;1;1;1;2;7;6;300;152;1;1981;0;1;1;0;0;0,67;0;0,33;0;0,83;0;0;0;0,17;0;0;0;0;1;0;0;0;0,33;0,67;0;0;0;1;2;2;3;3;2;2;1;1;1;2;1;1;2;1;2;1;1;1;1;1;2;1;1;2;1;0;0;1;2;1;2;1;1;1;1;1;1;3;70;2349;2;0;0;2;7;3;4;3;3;7;17,42
3,5;17,5;17,5;10,5;7,5;1;0;3,5;3,5;3,5;14;0;0;7;3,5;0;3,5;3,5;3,5;3,5;0;7,15;1;2;2;5;2;1;1;1;3;2;1;2;1;1;2;2;1;5;1;1;1;1;2;6;6;250;160;1;1995;0;0;1;0;0;0,5;0,17;0,33;0;0,17;0;0,17;0;0,33;0,17;0;0;0;0,33;0,5;0;0;1;0;0;0;0;1;1;1;3;1;2;2;1;1;1;2;1;2;1;1;1;1;2;1;1;1;1;2;1;2;1;0;0;1;2;1;2;1;1;1;1;1;1;1;48;4249;4;0;2;2;5;4;1;1;3;3;8,31
3,5;21,5;21,5;4,5;14;1,5;1;1;0;1;3,5;0;0;3,5;7;1;3,5;3,5;3,5;3,5;1;7,9;4;4;2;3;3;1;2;1;2;2;2;2;1;1;2;2;3;5;3;1;1;1;2;9;6;230;230;2;1914;1;1;0,45;0,45;0,09;0,17;0,5;0,33;0,83;0;0;0;0;0,17;0;0,83;0;0;0,17;0;0;0,33;0,5;0,17;0;0;0;1;2;2;3;3;2;2;1;1;1;1;1;2;1;1;1;1;1;1;2;1;1;1;1;2;1;0;0;1;1;1;2;1;1;1;1;2;1;3;48;1799;4;0;2;2;5;6;1;1;3;4;4,62
3,5;28;8;1,5;14;11;1;1;0;0;0;0;0;3,5;1;1;1;3,5;1;0;1;7,25;4;1;1;5;3;2;1;1;3;1;1;3;1;2;2;2;3;1;2;1;1;1;2;7;7;250;140;2;1871;1;1;1;0;0;0,14;0;0,86;0,29;0,43;0;0;0;0,29;0;0,43;0,43;0;0,14;0;0;0;1;0;0;0;0;1;2;1;2;3;2;2;1;1;1;1;2;1;1;2;1;2;1;1;1;1;1;2;2;2;1;0;0;1;2;1;1;1;1;2;1;2;1;3;39;4249;5;1;1;2;9;4;1;1;3;6;7,16
1,5;1;7;4;7;1;1;3,5;0;0;7;0;14;0;7;3,5;7;1;0;1;0;3,55;4;3;1;5;3;1;1;1;4;2;2;2;2;1;3;2;4;1;3;1;1;1;1;2;4;235;90;2;1948;1;0;0,6;0,4;0;0;0,5;0,5;0;0,75;0;0,25;0;0;0;0,25;0,75;0;0;0;0;0,5;0,5;0;0;0;0;1;1;2;3;2;2;1;1;1;2;2;1;2;1;1;1;2;1;1;1;1;1;2;1;2;1;0;0;2;1;1;1;2;1;1;2;1;2;4;55;817;2;0;1;1;1;7;6;5;2;5;1,27
1,5;0;2,5;0;0;0;1;3,5;0;0;14;0;0;0;0;0;3,5;3,5;0;0;0;0,75;4;4;2;5;3;1;1;1;2;2;2;2;1;2;3;2;2;1;2;1;1;1;1;2;3;250;35;3;1914;1;2;1;0;0;0;0,33;0,67;0;0;0;0;0;0;1;0;0,67;0;0;0,33;0;0;1;0;0;0;0;1;1;3;3;3;2;1;1;1;2;2;1;1;2;1;1;1;1;1;2;1;1;1;2;1;1;0;0;1;2;1;2;1;1;1;1;2;1;5;56;535;3;0;0;2;4;6;6;5;4;2;10,4
1,5;0;7;1,5;8;1;0;1;0;0;14;0;0;1;3,5;1;0;7;3,5;1;0;2,55;4;1;2;5;3;1;1;1;4;1;1;3;1;2;2;2;1;4;5;1;1;1;2;9;6;250;140;3;1871;2;2;1;0;0;0,67;0;0,17;0;0,5;0;0,33;0,17;0;0;0,33;0;0;0,5;0;0;0,17;0,67;0,17;0;0;0;1;2;2;3;2;2;2;1;1;1;2;1;2;1;1;1;2;1;1;1;1;1;2;1;2;1;0;0;2;1;1;1;1;1;2;1;2;1;3;79;817;2;0;0;2;1;2;4;3;3;7;12,41
1,5;7;0,5;0;10,5;0;1;0;1;1;14;0;0;3,5;0;0;3,5;7;1;3,5;3,5;2,3;3;1;2;3;3;1;1;1;2;2;2;2;1;1;2;2;1;3;2;1;1;1;2;6;8;240;250;2;1914;0;0;1;0;0;0,5;0;0,5;0;0;0;0;0;0,25;0,13;0;0;0;0,63;0,38;0;0,13;0,5;0;0,38;0;0;1;1;1;3;1;2;2;1;1;1;2;1;2;1;1;1;2;1;1;1;1;1;2;2;2;2;0;0;1;1;1;2;1;1;1;2;1;2;1;59;2899;3;0;1;2;7;3;1;1;3;4;6,85
0,5;14,5;14,5;0;8;3,5;0;0;0;0;7;0;0;0;1;0;1;3,5;3,5;1;1;4,2;4;2;2;5;3;1;1;1;2;1;2;1;1;2;2;2;1;3;1;1;1;1;2;7;6;250;70;3;1961;1;1;0,64;0;0,36;0,33;0,17;0,5;0;0;0;0;0,5;0,17;0,17;0;0;0;0,17;0;0;0,17;0,83;0;0;0;0;1;1;1;3;3;2;1;1;1;2;1;1;1;2;1;1;1;1;1;2;1;1;1;1;2;1;0;0;1;2;1;1;1;1;2;1;2;1;4;31;817;4;1;1;2;7;4;1;4;3;6;3,31
1,5;14;7;7;3,5;7;1;1;1;1;14;0;0;1;3,5;1;3,5;3,5;1;3,5;3,5;4,65;4;1;1;5;3;2;1;1;2;1;2;2;1;1;2;2;3;2;1;1;1;1;2;7;6;260;180;3;1948;0;0;1;0;0;0;0;1;0;0;0;0,17;0;0,83;0;0;0;0;0,17;0;0;0;0,33;0;0,67;0;0;2;1;2;2;3;2;2;1;1;1;2;1;2;1;1;1;2;1;1;1;1;1;2;2;2;1;0;0;1;1;2;1;1;1;1;2;1;2;4;40;2899;4;2;0;2;3;2;1;1;3;6;32,08
1,5;7;14;1;14;0;1;3,5;1;1;14;0;0;3,5;3,5;3,5;3,5;3,5;0;1;0;5,15;1;3;1;5;3;1;1;1;3;1;1;3;1;2;2;1;1;3;3;1;1;1;1;9;8;260;170;1;1981;1;1;1;0;0;0,5;0,13;0,25;0,13;0,63;0,13;0;0;0;0;0,88;0;0;0;0;0,38;0;0,63;0;0;0;0;1;2;1;3;1;2;2;1;1;1;2;1;2;1;1;1;2;1;1;1;1;1;2;2;2;1;0;0;2;1;1;2;1;1;1;1;2;1;2;71;1799;2;0;0;2;6;6;4;3;3;7;16,43
1,5;14;10,5;4;10,5;0;1;0;0;0;1;0;0;0;3,5;0;1;3,5;0;0;0;4,4;4;2;1;5;3;1;1;1;2;1;1;3;1;1;2;2;3;4;1;2;2;1;1;9;2;230;40;1;1981;1;0;0;1;0;0;0,5;0,5;0;0;0;0;0;1;0;0,5;0;0;0,5;0;0;1;0;0;0;0;0;1;1;3;3;3;1;1;1;1;2;1;1;1;2;1;2;1;1;1;1;1;2;1;1;2;1;0;0;1;2;1;1;2;1;1;1;1;1;5;24;1799;2;0;0;2;3;5;1;1;3;1;6,91
1,5;3,5;0,5;0;7;0;1;0;3,5;0;7;0;0;7;7;0;3,5;3,5;7;0;1;2,65;4;1;1;5;3;1;1;1;4;1;1;3;1;1;1;2;2;1;1;1;1;1;1;4;4;255;63;1;1974;1;0;0;0,8;0,2;0;0,25;0,75;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;2;1;2;3;2;1;1;1;1;2;2;1;1;2;1;1;1;2;1;1;1;1;2;2;2;1;0;0;2;1;1;1;2;1;1;2;1;2;5;72;535;1;0;0;1;2;5;4;3;1;7;22,43
7;21;21;17,5;28;1;1;3,5;1;0;1;0;0;3,5;3,5;0;3,5;3,5;1;1;3,5;10,6;4;1;2;1;3;2;1;1;2;2;1;1;1;1;1;2;1;1;1;2;2;1;1;1;6;270;130;2;1961;1;0;0,88;0,13;0;0,33;0,17;0,5;0;0,67;0;0,17;0;0,17;0;0;0;0;1;0;0,17;0;0,83;0;0;0;0;1;1;2;3;3;2;2;1;1;1;2;1;2;1;1;1;2;1;1;1;1;1;2;1;2;2;0;0;1;1;1;1;2;1;1;2;1;2;4;45;2899;5;1;2;2;9;3;1;1;3;4;23,75
1,5;0;2;0;7;0;1;0;0;1;14;0;0;3,5;0;0;0;3,5;0;1;1;1,4;4;3;2;3;3;1;1;1;2;2;1;1;2;1;2;2;1;1;2;1;1;1;2;7;3;250;87;1;1981;1;0;1;0;0;0;0,33;0,67;0,67;0;0;0,33;0;0;0;0;0;0;0;0;0,67;0;0,33;0;0;0;0;1;1;3;3;3;2;1;1;1;2;1;1;1;2;1;2;1;1;1;1;1;2;1;1;2;1;0;0;2;1;1;1;2;1;1;2;1;2;5;41;1299;2;0;1;1;9;4;2;4;2;2;15,01
7;10,5;14;0;8;0;1;1;1;0;14;0;0;1;1;1;0;3,5;3,5;1;0;4,35;4;3;2;5;3;2;2;1;2;2;1;2;1;2;1;2;3;1;1;1;1;1;2;2;4;250;52;2;1961;1;0;0;1;0;0;0,25;0,75;0;0,75;0;0;0;0,25;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;3;2;3;1;1;2;1;1;2;1;1;2;1;1;1;2;1;1;1;1;2;2;2;1;0;0;2;1;1;2;1;1;1;2;1;2;5;41;817;2;0;1;1;1;5;6;4;2;2;23,21
7;7;7;0;7;0;1;3,5;1;0;0;0;0;0;3,5;0;3,5;0;3,5;0;3,5;3,5;4;2;2;5;3;1;1;1;2;1;1;3;1;1;1;2;2;3;1;1;1;1;2;3;5;250;83;2;1989;1;0;0;1;0;0;0,2;0,8;0;0,8;0;0,2;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;2;1;3;3;3;1;1;2;1;1;2;1;1;2;1;1;1;2;1;1;1;1;2;2;2;2;0;0;1;1;1;1;2;1;1;1;1;1;5;36;1799;6;3;0;2;2;6;2;4;3;6;39,96
1,5;0;14;3,5;7;0;1;3,5;1;7;14;0;0;1;7;1;0;3,5;1;1;1;3,85;4;1;1;5;1;1;1;1;3;2;1;1;1;1;1;2;3;1;1;1;1;1;2;1;4;270;60;2;1961;1;0;0,43;0,57;0;0,25;0;0,5;0;0,5;0;0;0;0,25;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;3;2;3;1;1;1;1;2;2;1;1;2;1;2;1;1;1;1;1;2;1;1;2;1;0;0;1;2;1;1;1;2;1;1;1;1;6;59;1799;2;0;0;2;1;6;4;3;3;7;12,23
7;7;1;0,5;4;1;1;1;3,5;0;14;0;0;3,5;7;1;3,5;3,5;1;0;3,5;3,3;4;1;2;3;3;1;1;1;2;1;1;3;1;2;1;2;1;3;2;1;1;1;2;3;6;230;90;1;1989;1;1;0,67;0,33;0;0,33;0,33;0,33;0;0,5;0;0,17;0;0,17;0;0;0,33;0;0,5;0;0;0;1;0;0;0;0;1;2;1;3;3;2;2;1;1;1;2;1;1;2;1;1;1;2;1;1;1;1;2;2;2;2;0;0;1;1;1;1;1;2;1;1;2;1;4;29;2349;3;1;0;2;8;4;2;1;3;1;13,12
7;21;14;4;8;0;1;7;0;7;14;0;14;1;3,5;0;3,5;7;0;3,5;0;6,55;4;1;1;4;3;1;1;1;3;1;2;2;2;1;1;2;1;4;1;1;1;1;2;6;4;255;108;2;2002;1;1;0;1;0;0,25;0;0,75;0;0;0;0,25;0;0,75;0;0;0;0;0,75;0,25;0;0;1;0;0;0;0;1;2;2;3;3;2;2;1;1;1;1;2;1;1;1;2;1;1;1;1;1;2;1;1;2;2;0;0;1;1;1;1;2;1;1;1;1;1;4;36;1299;4;1;1;2;3;3;1;1;3;4;14
3,5;0;10,5;0;7;0,5;0;1;1;0;14;1;0;3,5;3,5;1;3,5;7;3,5;0;0;3,05;1;2;1;4;3;2;1;1;2;1;1;3;1;2;1;2;1;3;5;1;1;1;2;5;6;280;130;2;1967;1;1;0;0,88;0,13;0;0,33;0,67;0;0,67;0;0,17;0,17;0;0;0;0;0;1;0;0,5;0;0,5;0;0;0;0;1;2;1;3;1;2;2;1;1;1;2;1;2;1;1;1;1;2;1;1;1;1;2;2;2;2;0;0;1;1;1;2;1;1;1;2;1;2;2;77;2349;2;0;0;2;1;4;4;3;3;7;25,28
3,5;35;28;8;21;15,5;1;3,5;1;0;0;1;0;3,5;1;3,5;0;3,5;0;1;3,5;12,25;1;3;2;4;3;1;1;1;3;2;2;2;1;1;1;2;3;4;1;1;1;1;2;8;7;265;140;2;1995;2;1;1;0;0;0;0,86;0;0;0,86;0;0;0;0,14;0;0;0,57;0;0,29;0;0;0;1;0;0;0;0;1;2;1;3;1;2;2;1;1;1;1;1;2;1;1;1;1;1;1;2;1;1;1;1;2;2;0;0;1;1;1;1;1;2;1;1;1;1;2;46;4249;5;0;3;2;4;5;1;1;3;3;31,61
3,5;3,5;8;7;0;0;1;3,5;0;0;14;0;0;1;3,5;0;0;3,5;0;0;0;3;3;2;2;5;3;1;1;1;1;2;1;2;1;2;2;1;3;5;2;2;2;1;1;9;5;260;89;1;1989;1;1;1;0;0;0,4;0,4;0,2;0;0,8;0;0,2;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;2;1;3;1;2;2;1;1;1;2;1;2;1;1;1;1;1;1;2;1;1;1;1;2;2;0;0;1;1;1;1;1;2;1;1;1;1;2;51;1799;3;0;1;2;4;6;1;1;3;4;15,25
3,5;28;14,5;1;28;7,5;1;3,5;1;0;0;0;0;1;3,5;3,5;3,5;1;3,5;0;1;9,4;4;1;2;5;3;2;2;1;4;2;2;2;1;2;1;2;1;2;1;1;1;1;2;1;8;265;212;1;1989;1;1;0;0;1;0,25;0,38;0,38;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0,38;0,63;0;0;0;2;2;2;3;2;2;2;1;1;1;2;1;2;1;1;1;1;2;1;1;1;1;2;2;2;1;0;0;2;1;1;1;2;1;1;1;1;1;3;54;4249;5;0;3;2;9;3;1;2;3;4;8,22
1,5;10,5;10,5;0,5;7;0;1;1;0;3,5;1;0;0;1;1;0;3,5;1;0;3,5;0;3,3;4;3;1;5;1;1;1;1;2;1;2;2;1;1;2;2;3;3;3;1;1;1;2;9;5;250;140;1;1989;0;1;0,6;0;0,4;0,2;0,8;0;0;0,4;0,2;0,2;0;0,2;0;0;0;0;1;0;0,4;0,2;0,4;0;0;0;0;1;2;1;3;3;2;2;1;1;1;2;1;2;1;1;2;1;1;1;1;1;2;1;1;2;1;0;0;1;2;1;1;2;1;1;1;1;1;1;48;4249;2;0;0;2;5;2;1;1;3;4;22,69
1,5;7;7;4,5;14;0,5;1;1;3,5;0;0;0;0;1;0;1;3,5;3,5;3,5;0;0;3,75;4;4;2;5;3;2;2;1;2;1;1;3;1;1;1;2;3;5;3;1;1;1;1;9;3;280;230;2;1871;1;0;0,29;0;0,71;1;0;0;0,67;0;0;0;0;0,33;0;0;0;0;0,67;0;0;0;0,67;0;0;0;0;1;1;1;3;2;2;2;1;1;1;1;1;2;1;1;2;1;1;1;1;1;2;1;1;2;1;0;0;2;1;1;1;1;1;2;2;1;2;1;58;4249;2;0;0;1;9;3;4;3;3;7;12,07
7;0,5;7;0,5;7;1;1;1;0;1;14;0;0;0;7;1;0;3,5;1;1;1;3,2;4;3;1;5;2;1;1;1;4;1;2;2;1;2;1;2;3;5;1;1;1;1;2;8;5;260;122;1;1974;0;1;0,13;0,63;0,25;0,4;0,2;0,4;0;0,4;0;0;0;0,6;0;0;0;0;0,8;0,2;0,2;0;0,8;0;0;0;0;1;2;3;3;2;2;2;1;1;1;2;1;2;1;1;2;1;1;1;1;1;2;1;1;2;1;0;0;2;1;1;2;1;1;1;2;1;2;3;62;2349;2;0;0;2;7;3;4;1;3;1;11,1
7;21;14;8;21;2;1;1;3,5;0;14;0;0;1;1;1;3,5;7;7;3,5;3,5;7,7;4;1;1;5;2;2;1;1;1;1;1;3;1;1;1;2;1;5;1;1;1;1;2;3;3;250;50;2;1981;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0,67;0,33;0;0;1;0;0;0;0;1;1;3;3;3;2;1;1;1;2;1;1;2;1;1;2;1;1;1;1;1;2;1;1;2;1;0;0;2;1;1;1;2;1;1;2;1;2;5;39;2349;4;1;1;2;4;3;1;1;3;4;34,73
0,5;7;3,5;0;0,5;0;1;1;0;0;1;0;7;3,5;1;0;3,5;1;3,5;0;3,5;1,7;4;1;1;5;3;1;1;1;1;1;2;2;1;1;2;2;1;2;2;1;1;1;1;7;5;255;88;1;1995;1;0;1;0;0;0,4;0,2;0,4;0;1;0;0;0;0;0;0;0;0;1;0;0,2;0,4;0,4;0;0;0;0;1;1;1;3;3;2;2;1;1;1;2;1;1;2;1;2;1;1;1;1;1;2;1;1;2;2;0;0;1;1;1;2;1;1;1;1;1;1;4;39;2349;3;2;0;2;9;3;1;1;2;6;24,91
7;28;28;10,5;24,5;1,5;0;1;3,5;0;3,5;0;0;3,5;1;0;0;3,5;3,5;0;3,5;10,5;4;3;1;1;3;2;1;1;2;1;1;3;1;2;2;2;1;4;3;1;1;1;2;9;7;240;120;2;1995;1;0;0,7;0;0,3;0,43;0,14;0,43;0,14;0,71;0;0;0;0,14;0;0,14;0;0;0,86;0;0;0;0,43;0;0,57;0;0;1;1;2;3;2;2;2;1;1;1;2;2;1;1;1;1;1;2;1;1;1;1;2;1;2;2;0;0;1;1;1;2;1;1;1;2;1;2;4;52;6449;4;0;2;2;8;4;1;1;3;3;21,37
3,5;10,5;14;10,5;7,5;0;0;3,5;3,5;3,5;14;1;0;3,5;3,5;1;3,5;7;3,5;1;1;5,75;1;1;1;5;3;1;2;2;3;1;2;2;2;1;2;2;3;4;4;1;1;1;2;9;7;250;130;2;1989;1;1;0,69;0;0,31;0,29;0,14;0,43;0,14;0,71;0;0,14;0;0;0;0,29;0;0;0,71;0;0,29;0;0,43;0;0,14;0;0,14;1;2;1;3;1;2;2;1;1;1;2;1;2;1;1;1;1;2;1;1;1;1;2;1;2;1;0;0;2;1;1;2;1;1;1;2;1;2;2;65;4249;2;0;0;2;6;4;4;3;3;7;10,64
1,5;1;4;14;0;0;1;1;1;0;14;0;0;3,5;1;0;3,5;0;0;7;0;2,6;4;4;1;5;3;1;1;1;3;2;2;2;1;2;3;2;4;5;1;1;1;1;2;8;6;280;90;1;1974;0;0;1;0;0;0,17;0,5;0,17;0;0,67;0;0;0;0,33;0;0;0,17;0;0,83;0;0;0;1;0;0;0;0;1;1;3;3;3;1;1;2;1;1;2;1;1;2;1;1;2;1;1;1;2;1;1;2;2;2;0;0;1;1;1;1;2;1;1;2;1;2;5;19;535;2;0;0;2;1;6;6;4;3;1;11,16
1,5;7;7;1;7;0;1;3,5;1;0;14;0;0;3,5;3,5;1;0;1;1;0;3,5;3,5;4;2;1;5;2;2;1;2;1;2;1;2;1;1;2;2;3;1;1;2;2;1;1;7;5;350;125;1;1914;0;2;0,22;0,44;0,33;0,2;0;0,6;0;0,6;0;0;0;0,2;0;0;0;0;1;0;0,4;0;0,2;0,4;0;0;0;1;2;1;1;3;2;2;1;1;1;2;1;2;1;1;1;1;2;1;1;1;1;2;2;2;1;0;0;2;1;1;1;1;1;2;2;1;2;3;43;4249;1;0;0;1;9;3;1;2;1;2;30,76
3,5;14;14;1;10,5;3,5;1;1;1;3,5;14;0;0;3,5;1;1;3,5;0;0;3,5;0;5,3;4;1;2;5;2;1;1;1;3;2;2;1;1;2;1;2;4;1;1;1;1;1;2;1;5;350;100;2;1914;0;0;0,6;0,4;0;0;0,2;0,8;0;0,8;0,2;0;0;0;0;0;0;0;0,8;0;0,6;0;0,2;0,2;0;0;0;1;1;3;1;3;2;2;1;1;1;2;1;1;2;1;1;1;2;1;1;1;1;2;1;2;1;0;0;1;2;1;1;1;1;2;1;2;1;5;51;817;2;0;0;2;3;2;1;1;3;1;20,11
3,5;7;7;0;7;0,5;2;3,5;1;7;0;0;7;0;1;0;3,5;7;1;0;1;2,95;4;4;1;3;1;1;1;1;2;1;2;2;1;2;1;2;2;3;3;1;1;1;2;8;7;250;140;1;1995;1;1;1;0;0;0,29;0,29;0,43;0;0,86;0;0,14;0;0;0;0;0;0;0,71;0;0;0,29;0,29;0;0,43;0;0;1;2;1;3;3;2;2;1;1;1;2;1;1;2;1;2;1;1;1;1;1;2;1;1;2;2;0;0;1;1;1;2;1;1;1;1;2;1;4;52;6449;4;0;2;2;9;3;1;1;3;4;15,77
1,5;0;3,5;3,5;7;0;1;0;0;0;14;1;0;3,5;0;1;1;1;3,5;0;3,5;2;4;1;2;5;3;1;1;1;1;1;1;3;1;1;3;2;3;1;1;1;1;1;2;7;4;230;70;1;1961;1;0;0;1;0;0;0,75;0,25;0;0,75;0;0;0;0,25;0;0;0;0;1;0;0;0;0,25;0,75;0;0;0;1;1;2;2;2;1;1;1;1;2;2;1;1;2;1;1;1;2;1;1;1;1;2;2;2;1;0;0;1;2;1;1;2;1;1;2;1;2;6;48;817;1;0;0;1;1;6;1;1;1;2;17,64
